group_id,report_id,bin_index,lower,upper,count,mean_confidence,accuracy,absolute_gap
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,3,0.2,0.26666666666666666,0,,,
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,4,0.26666666666666666,0.3333333333333333,0,,,
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,5,0.3333333333333333,0.4,0,,,
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,6,0.4,0.4666666666666667,0,,,
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,7,0.4666666666666667,0.5333333333333333,25,0.5166697970060717,0.64,0.12333020299392827
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,8,0.5333333333333333,0.6,66,0.5682488504089342,0.5151515151515151,0.05309733525741911
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,9,0.6,0.6666666666666666,50,0.6350683936551051,0.5,0.13506839365510515
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,10,0.6666666666666666,0.7333333333333333,35,0.7005222597709733,0.5428571428571428,0.15766511691383045
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,11,0.7333333333333333,0.8,42,0.7632516845221786,0.6190476190476191,0.14420406547455955
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,12,0.8,0.8666666666666667,33,0.8243648694788678,0.8181818181818182,0.006183051297049547
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,13,0.8666666666666667,0.9333333333333333,23,0.8972946728437065,0.5217391304347826,0.37555554240892386
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,14,0.9333333333333333,1.0,14,0.9576703011846245,0.7857142857142857,0.17195601547033879
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,0,0.0,0.06666666666666667,0,,,
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,1,0.06666666666666667,0.13333333333333333,0,,,
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,2,0.13333333333333333,0.2,0,,,
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,3,0.2,0.26666666666666666,0,,,
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,4,0.26666666666666666,0.3333333333333333,0,,,
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,5,0.3333333333333333,0.4,0,,,
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,6,0.4,0.4666666666666667,0,,,
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,7,0.4666666666666667,0.5333333333333333,21,0.5163462778240151,0.7142857142857143,0.1979394364616992
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,8,0.5333333333333333,0.6,62,0.5637615178775875,0.6451612903225806,0.08139977244499308
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,9,0.6,0.6666666666666666,49,0.6369247434433467,0.5918367346938775,0.045088008749469166
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,10,0.6666666666666666,0.7333333333333333,53,0.6924359583891804,0.6415094339622641,0.05092652442691625
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,11,0.7333333333333333,0.8,44,0.7619979928146744,0.5,0.2619979928146744
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,12,0.8,0.8666666666666667,30,0.8314263021502675,0.7,0.13142630215026752
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,13,0.8666666666666667,0.9333333333333333,19,0.9096696157179973,0.6842105263157895,0.22545908940220782
GROUP-363126b3698e27abe417,P03-RELIABILITY-908be5ce4b8073d8bd8f,14,0.9333333333333333,1.0,10,0.9504330248418553,0.8,0.15043302484185528
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,0,0.0,0.06666666666666667,0,,,
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,1,0.06666666666666667,0.13333333333333333,0,,,
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,2,0.13333333333333333,0.2,0,,,
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,3,0.2,0.26666666666666666,0,,,
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,4,0.26666666666666666,0.3333333333333333,0,,,
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,5,0.3333333333333333,0.4,0,,,
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,6,0.4,0.4666666666666667,0,,,
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,7,0.4666666666666667,0.5333333333333333,9,0.5118354328405901,0.6666666666666666,0.15483123382607655
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,8,0.5333333333333333,0.6,31,0.5645725409898886,0.4838709677419355,0.08070157324795313
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,9,0.6,0.6666666666666666,16,0.6354854431809338,0.5,0.1354854431809338
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,10,0.6666666666666666,0.7333333333333333,32,0.6966043162450003,0.4375,0.2591043162450003
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,11,0.7333333333333333,0.8,25,0.7683596709552881,0.52,0.2483596709552881
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,12,0.8,0.8666666666666667,37,0.8290662369150036,0.6486486486486487,0.1804175882663549
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,13,0.8666666666666667,0.9333333333333333,54,0.8986931248877456,0.46296296296296297,0.4357301619247826
GROUP-4727ddb5c054f32756f4,P03-RELIABILITY-02c516bf678d55bd418e,14,0.9333333333333333,1.0,84,0.9732365762572115,0.6071428571428571,0.3660937191143544
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,0,0.0,0.06666666666666667,0,,,
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,1,0.06666666666666667,0.13333333333333333,0,,,
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,2,0.13333333333333333,0.2,0,,,
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,3,0.2,0.26666666666666666,0,,,
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,4,0.26666666666666666,0.3333333333333333,0,,,
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,5,0.3333333333333333,0.4,0,,,
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,6,0.4,0.4666666666666667,0,,,
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,7,0.4666666666666667,0.5333333333333333,22,0.5163858481154965,0.45454545454545453,0.06184039357004195
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,8,0.5333333333333333,0.6,29,0.5712021243529396,0.5862068965517241,0.015004772198784488
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,9,0.6,0.6666666666666666,41,0.6309261917813725,0.5365853658536586,0.09434082592771398
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,10,0.6666666666666666,0.7333333333333333,46,0.7009356858338297,0.4782608695652174,0.2226748162686123
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,11,0.7333333333333333,0.8,42,0.7662096281867813,0.5,0.2662096281867813
GROUP-0d85df40911131ead8dc,P03-RELIABILITY-f4550968897ee48eb971,12,0.8,0.8666666666666667,44,0.8382575151785496,0.5681818181818182,0.2700756969967314
