run_cell_id,dataset_id,condition_id,role_id,budget_id,model_repeat_index,terminal_status,evidence_duration_s,observation_horizon_s,model_or_view_evaluations,member_count,aggregation_operation,batch1_latency_median_s,batch1_latency_p95_s,aggregation_latency_s,missing_reason
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,BNCI2014_001,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.0039465159989049425,0.0039465159989049425,0.0,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.02733366900247347,0.02733366900247347,0.011065357999541447,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,BNCI2014_001,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.02733366900247347,0.02733366900247347,0.0011599999997997656,
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0011996180001005996,0.0015018108006188413,0.0,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0012264779998076847,0.0014049567998881685,0.0,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0011887539985764306,0.0014277536000008694,0.0,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0012108959999750368,0.001427665599840111,0.0,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,BNCI2014_001,A4-C0-CORE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.00985865600159741,0.010231862398359225,0.0,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,BNCI2014_001,A4-C1-LONG-3P5S,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,INPUT_INCOMPATIBLE,,,,,,,,,A4_MEMBER_UNAVAILABLE
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.31887785800063284,0.31887785800063284,0.009373277998747653,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,BNCI2014_001,A4-C3-MULTI-PROB-AVG,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.31887785800063284,0.31887785800063284,0.0019902780004485976,
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C0-CORE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009994580002967268,0.010156383401044878,0.0,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C1-LONG-3P5S,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,A4-C3-MULTI-PROB-AVG,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C0-CORE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009540671999275219,0.009840541599260177,0.0,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C1-LONG-3P5S,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,A4-C3-MULTI-PROB-AVG,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C0-CORE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009826964000239968,0.010911704198952066,0.0,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C1-LONG-3P5S,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,BNCI2014_001,A4-C3-MULTI-PROB-AVG,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C0-CORE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009912051998981042,0.009956688198872143,0.0,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C1-LONG-3P5S,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,BNCI2014_001,A4-C3-MULTI-PROB-AVG,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER00,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.015143796004849719,0.015940475399838762,0.00343970799985982,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER00,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.015143796004849719,0.015940475399838762,0.0001630889983061934,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER01,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.015282529006071854,0.016015250803684468,0.0015226929990603821,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER01,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.015282529006071854,0.016015250803684468,0.00033271800020884257,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER02,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.01485548100208689,0.015602555001169093,0.0015137099999265047,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER02,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.01485548100208689,0.015602555001169093,0.00018015400019066874,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER03,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.015104049001820385,0.016696514400973684,0.001514214000053471,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER03,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.015104049001820385,0.016696514400973684,0.00021065600049041677,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER04,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.015211279001960065,0.015741410400733,0.0012852600011683535,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER04,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.015211279001960065,0.015741410400733,0.00037388000055216253,
P02-A4-BNCI2014_001-CLASSICAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C0-CORE,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0008610580007371027,0.0009779082000022754,0.0,
P02-A4-BNCI2014_001-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C1-LONG-3P5S,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.0012276610013941536,0.003781919401080813,0.0,
P02-A4-BNCI2014_001-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.002942239998446894,0.014481237599829909,0.0064020600002550054,
P02-A4-BNCI2014_001-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C3-MULTI-PROB-AVG,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.002942239998446894,0.014481237599829909,0.001940162001119461,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C0-CORE,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0029585770025732927,0.003295574201911222,0.0,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C1-LONG-3P5S,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.004763078000905807,0.0052367749995028134,0.0,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.010853087002033135,0.01142299460079812,0.0009922720000759,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C3-MULTI-PROB-AVG,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.010853087002033135,0.01142299460079812,0.0009242539999831934,
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0011747560001822421,0.0014317487999505828,0.0,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_DEEP_ANCHOR_BUDGET_ONLY
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_DEEP_ANCHOR_BUDGET_ONLY
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_DEEP_ANCHOR_BUDGET_ONLY
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR01,BNCI2014_001,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.001242230999196181,0.001468498400208773,0.0,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR01,BNCI2014_001,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR01,BNCI2014_001,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR01,BNCI2014_001,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR02,BNCI2014_001,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,2,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0011912310001207516,0.0012907732008898166,0.0,
