comparison_id,dataset_id,condition_id,budget_id,repeat,strongest_constituent_branch,closure_status,n,median_delta_BACC,p_value,holm_adjusted_p,rank_biserial,ci_low,ci_high
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,-0.02075098814229248,0.2060546875,1.0,-0.45454545454545453,-0.10968379446640314,-0.00297619047619041
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,0.004940711462450675,0.7001953125,1.0,0.15151515151515152,-0.06719367588932806,0.05952380952380948
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,-0.005952380952380987,0.7646484375,1.0,-0.12121212121212122,-0.0879446640316206,0.024703557312252933
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,-0.020833333333333315,0.46484375,0.9296875,-0.2727272727272727,-0.08630952380952378,-0.0039525691699604515
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,-0.02075098814229248,0.7646484375,0.9296875,-0.12121212121212122,-0.06422924901185767,0.008928571428571452
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,0,DNN-EEGNET,COMPLETE,1.0,-0.04166666666666674,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,0,DNN-EEGNET,COMPLETE,1.0,0.02083333333333326,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,1,DNN-EEGNET,COMPLETE,1.0,-0.00347222222222221,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,1,DNN-EEGNET,COMPLETE,1.0,0.03819444444444453,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,2,DNN-EEGNET,COMPLETE,1.0,-0.00347222222222221,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,2,DNN-EEGNET,COMPLETE,1.0,0.04166666666666674,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,3,DNN-EEGNET,COMPLETE,1.0,-0.04166666666666663,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,3,DNN-EEGNET,COMPLETE,1.0,0.03125000000000011,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,4,DNN-EEGNET,COMPLETE,1.0,0.03472222222222221,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,4,DNN-EEGNET,COMPLETE,1.0,0.09374999999999989,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,RIE-TS-LR,COMPLETE,1.0,0.01041666666666674,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,RIE-TS-LR,COMPLETE,1.0,-0.02777777777777779,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,RIE-TS-LR,COMPLETE,1.0,-0.04513888888888884,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,RIE-TS-LR,COMPLETE,1.0,0.01041666666666663,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,RIE-TS-LR,COMPLETE,1.0,-0.01736111111111116,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,RIE-TS-LR,COMPLETE,1.0,-0.02083333333333337,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,RIE-TS-LR,COMPLETE,1.0,0.03819444444444442,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,RIE-TS-LR,COMPLETE,1.0,0.02777777777777779,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,RIE-TS-LR,COMPLETE,1.0,0.00694444444444442,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,RIE-TS-LR,COMPLETE,1.0,-0.02777777777777779,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,CLS-CSP-LDA,COMPLETE,1.0,-0.03125000000000011,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,CLS-CSP-LDA,COMPLETE,1.0,0.01388888888888884,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,CLS-CSP-LDA,COMPLETE,1.0,-0.0625,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,CLS-CSP-LDA,COMPLETE,1.0,-0.01388888888888895,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,CLS-CSP-LDA,COMPLETE,1.0,-0.01388888888888895,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,CLS-CSP-LDA,COMPLETE,1.0,0.00694444444444442,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,CLS-CSP-LDA,COMPLETE,1.0,0.003472222222222099,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,CLS-CSP-LDA,COMPLETE,1.0,0.01736111111111105,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,CLS-CSP-LDA,COMPLETE,1.0,0.01041666666666663,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,CLS-CSP-LDA,COMPLETE,1.0,0.00694444444444442,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,RIE-TS-LR,COMPLETE,1.0,-0.013888888888888895,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,RIE-TS-LR,COMPLETE,1.0,0.010416666666666685,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,RIE-TS-LR,COMPLETE,1.0,0.020833333333333315,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,RIE-TS-LR,COMPLETE,1.0,0.034722222222222265,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,RIE-TS-LR,COMPLETE,1.0,-0.0034722222222222654,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,RIE-TS-LR,COMPLETE,1.0,0.038194444444444475,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,RIE-TS-LR,COMPLETE,1.0,0.038194444444444475,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,RIE-TS-LR,COMPLETE,1.0,-0.013888888888888895,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,RIE-TS-LR,COMPLETE,1.0,0.027777777777777735,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,RIE-TS-LR,COMPLETE,1.0,0.06250000000000006,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,RIE-TS-LR,COMPLETE,1.0,0.02083333333333337,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,RIE-TS-LR,COMPLETE,1.0,0.0,,,0.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,RIE-TS-LR,COMPLETE,1.0,0.02083333333333337,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,RIE-TS-LR,COMPLETE,1.0,0.02083333333333337,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,2,RIE-TS-LR,COMPLETE,1.0,0.0277777777777779,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,2,RIE-TS-LR,COMPLETE,1.0,0.01388888888888895,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,3,RIE-TS-LR,COMPLETE,1.0,0.0277777777777779,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,3,RIE-TS-LR,COMPLETE,1.0,0.01041666666666674,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,4,RIE-TS-LR,COMPLETE,1.0,0.01736111111111116,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,4,RIE-TS-LR,COMPLETE,1.0,0.0277777777777779,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,0,DNN-EEGNET,COMPLETE,1.0,0.03819444444444442,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,0,DNN-EEGNET,COMPLETE,1.0,0.05902777777777779,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,1,DNN-EEGNET,COMPLETE,1.0,-0.02430555555555547,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,1,DNN-EEGNET,COMPLETE,1.0,-0.01736111111111105,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,2,DNN-EEGNET,COMPLETE,1.0,0.00347222222222221,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,2,DNN-EEGNET,COMPLETE,1.0,0.01736111111111105,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,3,DNN-EEGNET,COMPLETE,1.0,0.006944444444444531,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,3,DNN-EEGNET,COMPLETE,1.0,-0.00347222222222221,,,-1.0,,
