comparison_id,dataset_id,role_id,budget_id,repeat,alternative_condition,closure_status,n,median_delta_BACC,p_value,holm_adjusted_p,rank_biserial,ci_low,ci_high
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,11.0,0.008928571428571397,0.431640625,1.0,0.3090909090909091,-0.04644268774703564,0.03063241106719372
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,11.0,0.0019762845849802257,0.921875,1.0,0.05454545454545454,-0.059523809523809534,0.021739130434782594
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,11.0,0.021739130434782705,0.1982421875,1.0,0.45454545454545453,-0.021739130434782594,0.038690476190476164
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,11.0,0.0,1.0,1.0,0.01818181818181818,-0.023809523809523836,0.02083333333333337
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,PhysioNetMI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,PhysioNetMI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,1.0,-0.00347222222222221,,,-1.0,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,0.01736111111111105,,,1.0,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,0.02083333333333337,,,1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,1.0,0.00694444444444442,,,1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,0.0,,,0.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,-0.003472222222222321,,,-1.0,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,6.0,-0.0050000000000000044,0.5,1.0,-0.4,-0.06999999999999995,0.014999999999999958
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,6.0,-0.04999999999999999,0.125,1.0,-0.8666666666666667,-0.16000000000000003,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,6.0,-0.04999999999999999,0.03125,1.0,-1.0,-0.18000000000000005,-0.019999999999999962
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,6.0,-0.010000000000000009,0.25,0.75,-0.8,-0.09999999999999998,0.0
