dataset_id,branch_id,subject_id,BACC,F1_MACRO,ACC,ROC_AUC
PhysioNetMI,SAN-PRIOR,48,0.5,0.3283582089552239,0.4888888888888889,0.5
PhysioNetMI,SAN-PRIOR,57,0.5,0.3478260869565217,0.5333333333333333,0.5
PhysioNetMI,SAN-PRIOR,71,0.5,0.3283582089552239,0.4888888888888889,0.5
PhysioNetMI,SAN-PRIOR,93,0.5,0.3382352941176471,0.5111111111111111,0.5
PhysioNetMI,SAN-PRIOR,98,0.5,0.3382352941176471,0.5111111111111111,0.5
PhysioNetMI,SAN-PRIOR,107,0.5,0.3478260869565217,0.5333333333333333,0.5
PhysioNetMI,SAN-STRAT,6,0.49181547619047616,0.4888022278290263,0.49111111111111105,0.5
PhysioNetMI,SAN-STRAT,27,0.5137845849802372,0.5100685145055049,0.5133333333333334,0.5
PhysioNetMI,SAN-STRAT,39,0.5076581027667985,0.5050790671142169,0.5077777777777778,0.5
PhysioNetMI,SAN-STRAT,40,0.5482142857142857,0.5457759877477958,0.5488888888888889,0.5
PhysioNetMI,SAN-STRAT,47,0.5334821428571429,0.5307602548925023,0.5333333333333333,0.5
PhysioNetMI,SAN-STRAT,48,0.5134881422924902,0.5102678894287526,0.5133333333333333,0.5
PhysioNetMI,SAN-STRAT,57,0.49434523809523806,0.490301414249746,0.4933333333333333,0.5
PhysioNetMI,SAN-STRAT,71,0.467094861660079,0.4643829010054392,0.4677777777777778,0.5
PhysioNetMI,SAN-STRAT,93,0.5389328063241107,0.5353533053058867,0.538888888888889,0.5
PhysioNetMI,SAN-STRAT,98,0.4950098814229249,0.49242582899496457,0.4955555555555556,0.5
PhysioNetMI,SAN-STRAT,107,0.48497023809523804,0.48195978321114863,0.4855555555555555,0.5
PhysioNetMI,SSL-CBRAMOD,6,0.49226190476190473,0.479781759858415,0.4844444444444444,0.5035714285714286
PhysioNetMI,SSL-CBRAMOD,27,0.5881422924901185,0.582575947271136,0.5866666666666667,0.649802371541502
PhysioNetMI,SSL-CBRAMOD,39,0.4632411067193676,0.4545582223830501,0.4622222222222222,0.41936758893280635
PhysioNetMI,SSL-CBRAMOD,40,0.4934523809523809,0.4916068653883342,0.49777777777777776,0.4817460317460317
PhysioNetMI,SSL-CBRAMOD,47,0.4583333333333333,0.4566421904580051,0.4622222222222222,0.4694444444444444
PhysioNetMI,SSL-CBRAMOD,48,0.6806324110671937,0.6787023181708678,0.6799999999999999,0.7561264822134388
PhysioNetMI,SSL-CBRAMOD,57,0.4726190476190476,0.46321718385523436,0.4666666666666667,0.42063492063492064
PhysioNetMI,SSL-CBRAMOD,71,0.691304347826087,0.6851172708929952,0.6888888888888889,0.7600790513833993
PhysioNetMI,SSL-CBRAMOD,93,0.6586956521739131,0.6564041116015715,0.6577777777777778,0.7130434782608696
PhysioNetMI,SSL-CBRAMOD,98,0.5073122529644268,0.4999072693141823,0.5066666666666666,0.4707509881422925
PhysioNetMI,SSL-CBRAMOD,107,0.4892857142857142,0.48602304903583676,0.49333333333333335,0.48611111111111105
